,Date,Specimen.ID,uid,Plant.ID,Species,Lanai.Side,Treatment,Treatment2,Temp...C.,RLC.Order,RLC.Day,Run,deltaNPQ,rETRmax,ETRmax,alpha.1,alpha.2,alpha.3,alpha.4,ek.1,ek.2,ek.3,ek.4
157,9/25/21,ul1-1,2021-09-25_ul1-1,7,ul,diamond,1,1,20,2,5,1,0.379,65.84,27.65,0.857,0.181,4.734,0.002,66.7,16.1,4.1,0
158,9/25/21,ul1-2,2021-09-25_ul1-2,7,ul,diamond,2,2,20,2,5,1,0.542,75.24,31.6,0.887,0.196,4.529,0.003,73.9,18.9,3.9,0
159,9/25/21,ul1-3,2021-09-25_ul1-3,7,ul,diamond,3,3,20,2,5,1,0.598,68.4,28.73,0.947,0.378,2.509,0.04,58.6,26.4,2.2,0.1
160,9/25/21,ul1-4,2021-09-25_ul1-4,7,ul,diamond,4,4,20,2,5,1,1.054,106.26,44.63,0.832,0.105,7.953,0,118,18.2,6.5,0
161,9/25/21,hm4-1,2021-09-25_hm4-1,10,hm,diamond,1,1,27,3,5,1,0.973,63.96,26.86,0.863,0.288,2.991,0.02,54,20.2,2.7,0
162,9/25/21,hm4-2,2021-09-25_hm4-2,10,hm,diamond,2,2,27,3,5,1,0.932,53.01,22.26,1.053,0.242,4.349,0.003,46.6,11.8,3.9,0
163,9/25/21,hm4-3,2021-09-25_hm4-3,10,hm,diamond,3,3,27,3,5,1,0.81,72.16,30.31,0.945,0.223,4.239,0.004,66.1,17.8,3.7,0
164,9/25/21,hm4-4,2021-09-25_hm4-4,10,hm,diamond,4,4,27,3,5,1,0.771,73.53,30.88,0.924,0.163,5.66,0.001,74.1,15.2,4.9,0
165,9/25/21,ul4-1,2021-09-25_ul4-1,10,ul,diamond,1,1,27,3,5,1,0.454,72.96,30.64,0.796,0.102,7.774,0,85.4,12.9,6.6,0
166,9/25/21,ul4-2,2021-09-25_ul4-2,10,ul,diamond,2,2,27,3,5,1,0.439,67.83,28.49,0.893,0.206,4.343,0.003,66.2,17.5,3.8,0
167,9/25/21,ul4-3,2021-09-25_ul4-3,10,ul,diamond,3,3,27,3,5,1,0.629,76.02,31.93,0.815,0.108,7.544,0,86.3,13.5,6.4,0
168,9/25/21,ul4-4,2021-09-25_ul4-4,10,ul,diamond,4,4,27,3,5,1,1.006,97.02,40.75,0.862,0.09,9.602,0,106.4,13.4,7.9,0
169,9/25/21,hm3-1,2021-09-25_hm3-1,9,hm,diamond,1,1,27,4,5,1,0.743,57.4,24.11,0.796,0.148,5.364,0.001,59.7,12.6,4.7,0
170,9/25/21,hm3-2,2021-09-25_hm3-2,9,hm,diamond,2,2,27,4,5,1,0.912,54.12,22.73,0.976,0.166,5.888,0.001,47.4,8.9,5.3,0
171,9/25/21,hm3-3,2021-09-25_hm3-3,9,hm,diamond,3,3,27,4,5,1,0.728,65.6,27.55,0.824,0.145,5.688,0.001,67.4,13.6,5,0
172,9/25/21,hm3-4,2021-09-25_hm3-4,9,hm,diamond,4,4,27,4,5,1,0.517,53.3,22.39,0.941,0.25,3.763,0.007,47.5,13.9,3.4,0
173,9/25/21,ul3-1,2021-09-25_ul3-1,9,ul,diamond,1,1,27,4,5,1,0.369,60.99,25.62,0.895,0.265,3.378,0.012,57,19,3,0
174,9/25/21,ul3-2,2021-09-25_ul3-2,9,ul,diamond,2,2,27,4,5,1,0.52,53.3,22.39,0.766,0.202,3.802,0.007,61.1,18.2,3.4,0
175,9/25/21,ul3-3,2021-09-25_ul3-3,9,ul,diamond,3,3,27,4,5,1,0.755,71.82,30.16,0.897,0.186,4.833,0.002,70.6,16.8,4.2,0
176,9/25/21,ul3-4,2021-09-25_ul3-4,9,ul,diamond,4,4,27,4,5,1,1.085,103.74,43.57,0.779,0.066,11.781,0,128.8,13.6,9.5,0
177,9/25/21,hm6-1,2021-09-25_hm6-1,12,hm,diamond,1,1,30,5,5,1,0.844,51.66,21.7,0.997,0.187,5.332,0.001,46.4,9.6,4.8,0
178,9/25/21,hm6-2,2021-09-25_hm6-2,12,hm,diamond,2,2,30,5,5,1,0.866,63.14,26.52,1.046,0.209,4.993,0.002,54,12.1,4.5,0
179,9/25/21,hm6-3,2021-09-25_hm6-3,12,hm,diamond,3,3,30,5,5,1,0.909,60.42,25.38,1.101,0.172,6.406,0,50.9,8.9,5.8,0
180,9/25/21,hm6-4,2021-09-25_hm6-4,12,hm,diamond,4,4,30,5,5,1,0.337,93.48,39.26,0.549,0.06,9.154,0,155.1,21.8,7.1,0
181,9/25/21,ul6-1,2021-09-25_ul6-1,12,ul,diamond,1,1,30,5,5,1,0.221,74.95,31.48,0.915,0.254,3.598,0.009,69.3,22.2,3.1,0
182,9/25/21,ul6-2,2021-09-25_ul6-2,12,ul,diamond,2,2,30,5,5,1,0.581,74.95,31.48,0.916,0.178,5.135,0.001,71.4,16,4.5,0
183,9/25/21,ul6-3,2021-09-25_ul6-3,12,ul,diamond,3,3,30,5,5,1,0.629,89.04,37.4,0.784,0.082,9.594,0,106.1,13.4,7.9,0
184,9/25/21,ul6-4,2021-09-25_ul6-4,12,ul,diamond,4,4,30,5,5,1,0.77,94.08,39.51,0.771,0.068,11.374,0,116.7,12.6,9.3,0
185,9/25/21,hm5-1,2021-09-25_hm5-1,11,hm,diamond,1,1,30,6,5,1,0.792,65.6,27.55,0.733,0.086,8.55,0,79,10.8,7.3,0
186,9/25/21,hm5-2,2021-09-25_hm5-2,11,hm,diamond,2,2,30,6,5,1,0.793,74.62,31.34,0.717,0.065,11.018,0,97.8,10.6,9.2,0
187,9/25/21,hm5-3,2021-09-25_hm5-3,11,hm,diamond,3,3,30,6,5,1,0.89,72.16,30.31,0.798,0.083,9.666,0,80.6,9.7,8.3,0
188,9/25/21,hm5-4,2021-09-25_hm5-4,11,hm,diamond,4,4,30,6,5,1,0.713,85.22,35.79,0.878,0.105,8.348,0,90.3,12.8,7,0
189,9/25/21,ul5-1,2021-09-25_ul5-1,11,ul,diamond,1,1,30,6,5,1,0.364,60.13,25.25,0.937,0.275,3.409,0.011,54.1,17.8,3,0
190,9/25/21,ul5-2,2021-09-25_ul5-2,11,ul,diamond,2,2,30,6,5,1,0.666,77.81,32.68,0.832,0.15,5.535,0.001,83.7,17.8,4.7,0
191,9/25/21,ul5-3,2021-09-25_ul5-3,11,ul,diamond,3,3,30,6,5,1,0.465,75.18,31.58,0.776,0.085,9.106,0,91.2,11.9,7.7,0
192,9/25/21,ul5-4,2021-09-25_ul5-4,11,ul,diamond,4,4,30,6,5,1,0.819,106.26,44.63,0.75,0.062,12.175,0,138.9,14.4,9.7,0
193,9/28/21,hm4-1,2021-09-28_hm4-1,4,hm,ewa,1,1,27,1,9,1,0.653,67.24,28.24,0.661,0.039,17.124,0,99.7,7,14.3,0
194,9/28/21,hm4-3,2021-09-28_hm4-3,4,hm,ewa,3,3,27,1,9,1,0.601,86.92,36.51,0.64,0.041,15.687,0,126.6,10,12.6,0
195,9/28/21,hm4-2,2021-09-28_hm4-2,4,hm,ewa,2,2,27,1,9,1,0.357,53.3,22.39,0.443,0.083,5.349,0.001,96.3,21.5,4.5,0
196,9/28/21,hm4-4,2021-09-28_hm4-4,4,hm,ewa,4,4,27,1,9,1,0.618,53.3,22.39,0.821,0.294,2.794,0.027,47.9,19,2.5,0
197,9/28/21,ul4-1,2021-09-28_ul4-1,4,ul,ewa,1,1,27,1,9,1,0.421,54.15,22.74,1.158,0.772,1.499,0.178,36.6,26.3,1.4,0.2
198,9/28/21,ul4-2,2021-09-28_ul4-2,4,ul,ewa,2,2,27,1,9,1,0.482,50.16,21.07,0.999,0.455,2.197,0.064,41.4,20.5,2,0.1
199,9/28/21,ul4-3,2021-09-28_ul4-3,4,ul,ewa,3,3,27,1,9,1,0.569,45.41,19.07,1.817,7.535,0.241,0.816,17.9,75.4,0.2,0.8
200,9/28/21,ul4-4,2021-09-28_ul4-4,4,ul,ewa,4,4,27,1,9,1,0.799,70.97,29.81,0.857,0.225,3.807,0.007,71.2,21.6,3.3,0
201,9/28/21,hm3-1,2021-09-28_hm3-1,3,hm,ewa,1,1,27,2,9,1,0.442,48.72,20.46,0.654,0.078,8.354,0,66.7,9.1,7.3,0
202,9/28/21,hm3-2,2021-09-28_hm3-2,3,hm,ewa,2,2,27,2,9,1,0.481,50.84,21.35,0.652,0.274,2.384,0.049,55.4,26.1,2.1,0.1
203,9/28/21,hm3-3,2021-09-28_hm3-3,3,hm,ewa,3,3,27,2,9,1,0.749,45.03,18.91,1.216,0.526,2.311,0.054,31.7,14.6,2.2,0.1
204,9/28/21,hm3-4,2021-09-28_hm3-4,3,hm,ewa,4,4,27,2,9,1,0.659,68.11,28.61,0.92,0.263,3.503,0.01,64.5,21,3.1,0
205,9/28/21,ul3-1,2021-09-28_ul3-1,3,ul,ewa,1,1,27,2,9,1,0.207,28.98,12.17,3.105,6491.871,0,1,6.3,13177.4,0,1
206,9/28/21,ul3-2,2021-09-28_ul3-2,3,ul,ewa,2,2,27,2,9,1,0.358,44.17,18.55,0.821,0.243,3.375,0.012,46.4,15.2,3.1,0
207,9/28/21,ul3-3,2021-09-28_ul3-3,3,ul,ewa,3,3,27,2,9,1,0.523,53.3,22.39,1.13,0.647,1.745,0.124,38.9,24.2,1.6,0.2
208,9/28/21,ul3-4,2021-09-28_ul3-4,3,ul,ewa,4,4,27,2,9,1,0.532,61.84,25.97,0.973,0.249,3.902,0.006,56,16.1,3.5,0
209,9/28/21,hm6-1,2021-09-28_hm6-1,6,hm,ewa,1,1,20,3,9,1,0.994,79.52,33.4,0.928,0.109,8.488,0,81,11.2,7.3,0
210,9/28/21,hm6-2,2021-09-28_hm6-2,6,hm,ewa,2,2,20,3,9,1,0.608,78.72,33.06,0.71,0.079,8.97,0,101,13.5,7.5,0
211,9/28/21,hm6-3,2021-09-28_hm6-3,6,hm,ewa,3,3,20,3,9,1,0.662,73.08,30.69,0.74,0.071,10.418,0,95.1,10.9,8.7,0
212,9/28/21,hm6-4,2021-09-28_hm6-4,6,hm,ewa,4,4,20,3,9,1,0.573,80.36,33.75,0.675,0.069,9.767,0,112,14,8,0
213,9/28/21,ul6-1,2021-09-28_ul6-1,6,ul,ewa,1,1,20,3,9,1,0.372,78.96,33.16,0.734,0.064,11.529,0,104.8,11,9.6,0
214,9/28/21,ul6-2,2021-09-28_ul6-2,6,ul,ewa,2,2,20,3,9,1,0.354,45.22,18.99,1.296,1.38,0.939,0.379,27.7,30.9,0.9,0.4
215,9/28/21,ul6-3,2021-09-28_ul6-3,6,ul,ewa,3,3,20,3,9,1,0.726,68.11,28.61,0.956,0.225,4.248,0.004,63,16.9,3.7,0
216,9/28/21,ul6-4,2021-09-28_ul6-4,6,ul,ewa,4,4,20,3,9,1,0.852,79.38,33.34,0.831,0.101,8.225,0,89.6,12.9,6.9,0
217,9/28/21,hm5-1,2021-09-28_hm5-1,5,hm,ewa,1,1,20,4,9,1,0.622,79.54,33.41,0.755,0.163,4.617,0.002,83,21.1,3.9,0
218,9/28/21,hm5-2,2021-09-28_hm5-2,5,hm,ewa,2,2,20,4,9,1,0.441,64.78,27.21,0.641,0.118,5.421,0.001,82.9,17.9,4.6,0
219,9/28/21,hm5-3,2021-09-28_hm5-3,5,hm,ewa,3,3,20,4,9,1,0.53,86.92,36.51,0.651,0.068,9.51,0,124.3,16.2,7.7,0
220,9/28/21,hm5-4,2021-09-28_hm5-4,5,hm,ewa,4,4,20,4,9,1,0.745,99.22,41.67,0.755,0.035,21.398,0,130.5,7.6,17.2,0
221,9/28/21,ul5-1,2021-09-28_ul5-1,5,ul,ewa,1,1,20,4,9,1,0.437,56.72,23.82,0.907,0.383,2.367,0.05,50.6,23.8,2.1,0.1
222,9/28/21,ul5-2,2021-09-28_ul5-2,5,ul,ewa,2,2,20,4,9,1,0.542,58.8,24.7,0.801,0.152,5.262,0.001,67.1,14.6,4.6,0
223,9/28/21,ul5-3,2021-09-28_ul5-3,5,ul,ewa,3,3,20,4,9,1,0.541,43.32,18.19,1.58,3.683,0.429,0.681,20.8,49.8,0.4,0.7
224,9/28/21,ul5-4,2021-09-28_ul5-4,5,ul,ewa,4,4,20,4,9,1,0.618,70.98,29.81,0.828,0.136,6.078,0.001,78.9,15.2,5.2,0
225,9/28/21,hm2-1,2021-09-28_hm2-1,2,hm,ewa,1,1,30,5,9,1,0.62,57.4,24.11,0.695,0.069,10.103,0,77.7,9,8.7,0
226,9/28/21,hm2-2,2021-09-28_hm2-2,2,hm,ewa,2,2,30,5,9,1,0.797,49.14,20.64,1.013,0.065,15.555,0,45.9,3.3,14.1,0
227,9/28/21,hm2-3,2021-09-28_hm2-3,2,hm,ewa,3,3,30,5,9,1,0.909,75.44,31.68,0.84,0.059,14.274,0,86.8,7.2,12.1,0
228,9/28/21,hm2-4,2021-09-28_hm2-4,2,hm,ewa,4,4,30,5,9,1,0.739,66.41,27.89,1.087,0.247,4.398,0.003,54.6,13.9,3.9,0
229,9/28/21,ul2-1,2021-09-28_ul2-1,2,ul,ewa,1,1,30,5,9,1,0.377,62.13,26.09,1.212,0.548,2.213,0.062,42.4,20.9,2,0.1
230,9/28/21,ul2-2,2021-09-28_ul2-2,2,ul,ewa,2,2,30,5,9,1,0.364,36.86,15.48,3.061,113.175,0.027,0.979,9.7,359.7,0,1
231,9/28/21,ul2-3,2021-09-28_ul2-3,2,ul,ewa,3,3,30,5,9,1,0.478,74.76,31.4,0.794,0.134,5.924,0.001,85.2,16.9,5,0
232,9/28/21,ul2-4,2021-09-28_ul2-4,2,ul,ewa,4,4,30,5,9,1,0.521,71.82,30.16,0.847,0.154,5.506,0.001,76.3,16.1,4.7,0
233,9/28/21,hm1-1,2021-09-28_hm1-1,1,hm,ewa,1,1,30,6,9,1,1.022,66.97,28.13,0.905,0.066,13.676,0,70.1,5.9,11.9,0
234,9/28/21,hm1-2,2021-09-28_hm1-2,1,hm,ewa,2,2,30,6,9,1,1.069,64.78,27.21,1.015,0.246,4.13,0.004,54,14.7,3.7,0
235,9/28/21,hm1-3,2021-09-28_hm1-3,1,hm,ewa,3,3,30,6,9,1,0.9,76.26,32.03,0.814,0.082,9.893,0,82.8,9.8,8.4,0
236,9/28/21,hm1-4,2021-09-28_hm1-4,1,hm,ewa,4,4,30,6,9,1,0.677,84,35.28,0.867,0.13,6.66,0,90.8,16.2,5.6,0
237,9/28/21,ul1-1,2021-09-28_ul1-1,1,ul,ewa,1,1,30,6,9,1,0.45,70.11,29.45,1.021,0.339,3.016,0.019,56.8,21.2,2.7,0
238,9/28/21,ul1-2,2021-09-28_ul1-2,1,ul,ewa,2,2,30,6,9,1,0.644,74.39,31.24,0.893,0.167,5.36,0.001,74.5,16.1,4.6,0
239,9/28/21,ul1-3,2021-09-28_ul1-3,1,ul,ewa,3,3,30,6,9,1,0.327,121.8,51.16,0.86,0.078,11.032,0,135.9,15.5,8.8,0
240,9/28/21,ul1-4,2021-09-28_ul1-4,1,ul,ewa,4,4,30,6,9,1,0.509,103.74,43.57,0.831,0.09,9.231,0,118.2,15.7,7.5,0
241,9/29/21,hm4-1,2021-09-29_hm4-1,10,hm,diamond,1,1,27,1,9,1,0.777,52.48,22.04,0.865,0.139,6.226,0,56.2,10.2,5.5,0
242,9/29/21,hm4-2,2021-09-29_hm4-2,10,hm,diamond,2,2,27,1,9,1,0.84,69.7,29.27,0.75,0.164,4.575,0.003,73.5,18.6,4,0
243,9/29/21,hm4-3,2021-09-29_hm4-3,10,hm,diamond,3,3,27,1,9,1,0.55,44.28,18.6,0.868,0.28,3.1,0.017,40.9,14.4,2.8,0
244,9/29/21,hm4-4,2021-09-29_hm4-4,10,hm,diamond,4,4,27,1,9,1,0.51,44.28,18.6,0.815,0.178,4.588,0.003,46.7,11.2,4.2,0
245,9/29/21,ul4-1,2021-09-29_ul4-1,10,ul,diamond,1,1,27,1,9,1,0.235,54.72,22.98,0.967,0.413,2.34,0.052,46.4,21.9,2.1,0.1
246,9/29/21,ul4-2,2021-09-29_ul4-2,10,ul,diamond,2,2,27,1,9,1,0.383,43.89,18.43,1.516,2.441,0.621,0.554,22.8,37.9,0.6,0.6
247,9/29/21,ul4-3,2021-09-29_ul4-3,10,ul,diamond,3,3,27,1,9,1,0.39,65.94,27.69,0.72,0.103,6.979,0,84.1,14.2,5.9,0
248,9/29/21,ul4-4,2021-09-29_ul4-4,10,ul,diamond,4,4,27,1,9,1,0.503,99.12,41.63,0.775,0.092,8.384,0,120.7,17.7,6.8,0
249,9/29/21,hm3-1,2021-09-29_hm3-1,9,hm,diamond,1,1,27,2,9,1,0.413,45.1,18.94,0.609,0.106,5.754,0.001,64.1,12.7,5,0
250,9/29/21,hm3-2,2021-09-29_hm3-2,9,hm,diamond,2,2,27,2,9,1,0.444,43.46,18.25,0.611,0.185,3.294,0.013,53.5,18.2,2.9,0
251,9/29/21,hm3-3,2021-09-29_hm3-3,9,hm,diamond,3,3,27,2,9,1,0.63,63.14,26.52,0.59,0.072,8.173,0,93.7,13.7,6.9,0
252,9/29/21,hm3-4,2021-09-29_hm3-4,9,hm,diamond,4,4,27,2,9,1,0.444,61.5,25.83,0.65,0.098,6.605,0,80.9,14.3,5.6,0
253,9/29/21,ul3-1,2021-09-29_ul3-1,9,ul,diamond,1,1,27,2,9,1,0.338,60.99,25.62,0.863,0.183,4.705,0.002,61.4,14.8,4.1,0
254,9/29/21,ul3-2,2021-09-29_ul3-2,9,ul,diamond,2,2,27,2,9,1,0.351,50.45,21.19,0.758,0.221,3.436,0.011,57.2,18.8,3,0
255,9/29/21,ul3-3,2021-09-29_ul3-3,9,ul,diamond,3,3,27,2,9,1,0.584,68.69,28.85,0.789,0.183,4.322,0.003,75.6,20.3,3.7,0
256,9/29/21,ul3-4,2021-09-29_ul3-4,9,ul,diamond,4,4,27,2,9,1,0.748,78.12,32.81,0.745,0.105,7.067,0,96.3,16.3,5.9,0
257,9/29/21,hm6-1,2021-09-29_hm6-1,12,hm,diamond,1,1,30,3,9,1,0.282,37.72,15.84,0.371,0.025,14.865,0,94.5,7.6,12.5,0
258,9/29/21,hm6-2,2021-09-29_hm6-2,12,hm,diamond,2,2,30,3,9,1,0.227,37.72,15.84,0.584,0.055,10.613,0,59.5,6.3,9.4,0
259,9/29/21,hm6-3,2021-09-29_hm6-3,12,hm,diamond,3,3,30,3,9,1,0.533,49.2,20.66,0.742,0.275,2.702,0.031,48.5,19.9,2.4,0
260,9/29/21,hm6-4,2021-09-29_hm6-4,12,hm,diamond,4,4,30,3,9,1,0.284,40.74,17.11,0.519,0.132,3.939,0.006,65,18.8,3.4,0
261,9/29/21,ul6-1,2021-09-29_ul6-1,12,ul,diamond,1,1,30,3,9,1,0.247,53.01,22.26,1.534,1.893,0.81,0.445,26.8,34.6,0.8,0.5
262,9/29/21,ul6-2,2021-09-29_ul6-2,12,ul,diamond,2,2,30,3,9,1,0.251,45.03,18.91,1.27,0.936,1.356,0.217,29.5,22.9,1.3,0.2
263,9/29/21,ul6-3,2021-09-29_ul6-3,12,ul,diamond,3,3,30,3,9,1,0.369,76.95,32.32,0.889,0.195,4.561,0.003,76.5,19.5,3.9,0
264,9/29/21,ul6-4,2021-09-29_ul6-4,12,ul,diamond,4,4,30,3,9,1,0.537,72.66,30.52,0.756,0.125,6.05,0.001,86.2,16.8,5.1,0
265,9/29/21,hm5-1,2021-09-29_hm5-1,11,hm,diamond,1,1,30,4,9,1,0.609,60.68,25.49,0.672,0.125,5.386,0.001,73.3,15.7,4.7,0
266,9/29/21,hm5-2,2021-09-29_hm5-2,11,hm,diamond,2,2,30,4,9,1,0.447,60.68,25.49,0.551,0.123,4.479,0.003,88,23.2,3.8,0
267,9/29/21,hm5-3,2021-09-29_hm5-3,11,hm,diamond,3,3,30,4,9,1,0.622,49.2,20.66,0.898,0.159,5.649,0.001,46.9,9.2,5.1,0
268,9/29/21,hm5-4,2021-09-29_hm5-4,11,hm,diamond,4,4,30,4,9,1,0.569,63.14,26.52,0.808,0.162,4.995,0.002,70.4,16.2,4.3,0
269,9/29/21,ul5-1,2021-09-29_ul5-1,11,ul,diamond,1,1,30,4,9,1,0.393,54.72,22.98,1.04,0.423,2.46,0.043,43.7,19.5,2.2,0.1
270,9/29/21,ul5-2,2021-09-29_ul5-2,11,ul,diamond,2,2,30,4,9,1,0.408,68.11,28.61,0.848,0.142,5.956,0.001,72.7,14.1,5.2,0
271,9/29/21,ul5-3,2021-09-29_ul5-3,11,ul,diamond,3,3,30,4,9,1,0.422,74.76,31.4,0.825,0.115,7.188,0,83.1,13.6,6.1,0
272,9/29/21,ul5-4,2021-09-29_ul5-4,11,ul,diamond,4,4,30,4,9,1,0.543,75.18,31.58,0.67,0.067,10.043,0,106.7,12.8,8.3,0
273,9/29/21,hm2-1,2021-09-29_hm2-1,8,hm,diamond,1,1,20,5,9,1,0.666,76.26,32.03,0.627,0.059,10.712,0,110,12.5,8.8,0
274,9/29/21,hm2-2,2021-09-29_hm2-2,8,hm,diamond,2,2,20,5,9,1,0.187,64.78,27.21,0.474,0.043,10.998,0,123.4,13.9,8.9,0
275,9/29/21,hm2-3,2021-09-29_hm2-3,8,hm,diamond,3,3,20,5,9,1,0.573,98.4,41.33,0.71,0.068,10.501,0,127.9,15.1,8.5,0
276,9/29/21,hm2-4,2021-09-29_hm2-4,8,hm,diamond,4,4,20,5,9,1,0.538,94.08,39.51,0.699,0.072,9.684,0,129.2,16.6,7.8,0
277,9/29/21,ul2-1,2021-09-29_ul2-1,8,ul,diamond,1,1,20,5,9,1,0.459,56.15,23.58,0.8,0.171,4.671,0.002,61.8,15,4.1,0
278,9/29/21,ul2-2,2021-09-29_ul2-2,8,ul,diamond,2,2,20,5,9,1,0.48,64.7,27.17,0.827,0.162,5.117,0.001,69.6,15.6,4.4,0
279,9/29/21,ul2-3,2021-09-29_ul2-3,8,ul,diamond,3,3,20,5,9,1,0.335,76.38,32.08,0.781,0.129,6.041,0.001,89.6,17.5,5.1,0
280,9/29/21,ul2-4,2021-09-29_ul2-4,8,ul,diamond,4,4,20,5,9,1,0.431,61.27,25.73,0.856,0.238,3.6,0.009,61.4,19.4,3.2,0
281,9/29/21,hm1-1,2021-09-29_hm1-1,7,hm,diamond,1,1,20,6,9,1,0.558,76.26,32.03,0.654,0.082,7.987,0,105.2,15.9,6.6,0
282,9/29/21,hm1-2,2021-09-29_hm1-2,7,hm,diamond,2,2,20,6,9,1,0.401,71.34,29.96,0.518,0.077,6.686,0,120.1,22.1,5.4,0
283,9/29/21,hm1-3,2021-09-29_hm1-3,7,hm,diamond,3,3,20,6,9,1,0.537,76.26,32.03,0.583,0.038,15.363,0,123.2,9.9,12.4,0
284,9/29/21,hm1-4,2021-09-29_hm1-4,7,hm,diamond,4,4,20,6,9,1,0.586,74.95,31.48,0.795,0.155,5.121,0.001,84.5,19.4,4.4,0
285,9/29/21,ul1-1,2021-09-29_ul1-1,7,ul,diamond,1,1,20,6,9,1,0.439,62.13,26.09,0.8,0.15,5.32,0.001,69.2,15,4.6,0
286,9/29/21,ul1-2,2021-09-29_ul1-2,7,ul,diamond,2,2,20,6,9,1,0.471,61.84,25.97,0.802,0.174,4.61,0.002,67.7,16.9,4,0
287,9/29/21,ul1-3,2021-09-29_ul1-3,7,ul,diamond,3,3,20,6,9,1,0.501,74.67,31.36,0.765,0.135,5.661,0.001,88.5,18.5,4.8,0
288,9/29/21,ul1-4,2021-09-29_ul1-4,7,ul,diamond,4,4,20,6,9,1,0.668,80.64,33.87,0.726,0.072,10.131,0,105.6,12.6,8.4,0
289,9/30/21,hm1-1,2021-09-30_hm1-1,13,hm,ewa,1,1,30,1,1,2,0.585,77.9,32.72,0.501,0.04,12.674,0,143.7,14.4,10,0
290,9/30/21,hm1-2,2021-09-30_hm1-2,13,hm,ewa,2,2,30,1,1,2,0.422,61.5,25.83,0.539,0.068,7.964,0,104.9,15.9,6.6,0
291,9/30/21,hm1-3,2021-09-30_hm1-3,13,hm,ewa,3,3,30,1,1,2,0.419,55.76,23.42,0.641,0.061,10.561,0,82.4,9.1,9,0
292,9/30/21,hm1-4,2021-09-30_hm1-4,13,hm,ewa,4,4,30,1,1,2,0.506,72.16,30.31,0.618,0.037,16.52,0,110.6,8.1,13.6,0
293,9/30/21,ul1-1,2021-09-30_ul1-1,13,ul,ewa,1,1,30,1,1,2,0.692,112.56,47.28,0.788,0.095,8.257,0,135.9,20.7,6.6,0
294,9/30/21,ul1-2,2021-09-30_ul1-2,13,ul,ewa,2,2,30,1,1,2,0.507,88.2,37.04,0.777,0.092,8.476,0,104.1,14.8,7,0
295,9/30/21,ul1-3,2021-09-30_ul1-3,13,ul,ewa,3,3,30,1,1,2,0.44,82.32,34.57,0.85,0.09,9.456,0,90.6,11.4,8,0
296,9/30/21,ul1-4,2021-09-30_ul1-4,13,ul,ewa,4,4,30,1,1,2,0.506,57.57,24.18,1.115,0.785,1.42,0.199,39.1,29.9,1.3,0.2
297,9/30/21,hm2-1,2021-09-30_hm2-1,14,hm,ewa,1,1,30,2,1,2,0.87,84.46,35.47,0.897,0.143,6.268,0,80.5,15,5.4,0
298,9/30/21,hm2-2,2021-09-30_hm2-2,14,hm,ewa,2,2,30,2,1,2,0.342,91.84,38.57,0.573,0.041,13.912,0,151.8,14,10.9,0
299,9/30/21,hm2-3,2021-09-30_hm2-3,14,hm,ewa,3,3,30,2,1,2,0.526,77.9,32.72,0.522,0.053,9.873,0,134,17,7.9,0
300,9/30/21,hm2-4,2021-09-30_hm2-4,14,hm,ewa,4,4,30,2,1,2,0.567,100.86,42.36,0.558,0.045,12.503,0,167.6,17.5,9.6,0
301,9/30/21,ul2-1,2021-09-30_ul2-1,14,ul,ewa,1,1,30,2,1,2,0.461,70.68,29.69,0.716,0.101,7.058,0,91.2,15.3,6,0
302,9/30/21,ul2-2,2021-09-30_ul2-2,14,ul,ewa,2,2,30,2,1,2,0.362,107.1,44.98,0.691,0.043,16.224,0,157.1,12.5,12.6,0
303,9/30/21,ul2-3,2021-09-30_ul2-3,14,ul,ewa,3,3,30,2,1,2,0.362,92.66,38.92,0.673,0.029,23.024,0,138.6,7.6,18.3,0
304,9/30/21,ul2-4,2021-09-30_ul2-4,14,ul,ewa,4,4,30,2,1,2,0.413,83.58,35.1,0.728,0.068,10.687,0,110.4,12.6,8.8,0
305,9/30/21,hm3-1,2021-09-30_hm3-1,15,hm,ewa,1,1,27,3,1,2,0.546,99.96,41.98,0.62,0.042,14.703,0,159.4,14,11.4,0
306,9/30/21,hm3-2,2021-09-30_hm3-2,15,hm,ewa,2,2,27,3,1,2,0.583,102.5,43.05,0.565,0.021,26.737,0,186.6,9.4,19.9,0
307,9/30/21,hm3-3,2021-09-30_hm3-3,15,hm,ewa,3,3,27,3,1,2,0.607,109.06,45.81,0.641,0.048,13.479,0,162.9,15.7,10.4,0
308,9/30/21,hm3-4,2021-09-30_hm3-4,15,hm,ewa,4,4,27,3,1,2,0.639,92.66,38.92,0.644,0.086,7.442,0,134.8,22.7,5.9,0
309,9/30/21,ul3-1,2021-09-30_ul3-1,15,ul,ewa,1,1,27,3,1,2,0.491,80.22,33.69,0.749,0.1,7.474,0,99.6,16,6.2,0
310,9/30/21,ul3-2,2021-09-30_ul3-2,15,ul,ewa,2,2,27,3,1,2,0.589,68.04,28.58,0.659,0.055,12.067,0,97.7,9.7,10.1,0
311,9/30/21,ul3-3,2021-09-30_ul3-3,15,ul,ewa,3,3,27,3,1,2,0.486,84.42,35.46,0.751,0.108,6.956,0,102.8,17.8,5.8,0
312,9/30/21,ul3-4,2021-09-30_ul3-4,15,ul,ewa,4,4,27,3,1,2,0.443,83.58,35.1,0.716,0.08,8.94,0,108.8,14.8,7.4,0
